iteration,mean_survival,mean_return,loss,mean_value,entropy,lr,eval_survival,jump_ratio,time_s
1782,30.98,25.0918,26.3658,21.7841,0.3916,1.0e-04,,,5.4
1783,29.01,23.4254,26.9273,21.9245,0.3796,1.0e-04,,,5.4
1784,30.24,24.4672,26.8500,21.6035,0.3847,1.0e-04,,,5.4
1785,29.94,24.2582,26.0235,21.8406,0.3902,1.0e-04,,,5.4
1786,30.22,24.3836,26.3362,21.5851,0.3938,1.0e-04,,,5.4
1787,30.01,24.2777,26.5142,21.7801,0.3913,1.0e-04,,,5.4
1788,29.28,23.5645,26.0558,21.8896,0.3922,1.0e-04,,,5.4
1789,30.00,24.1328,27.3518,21.9762,0.4034,1.0e-04,,,5.4
1790,29.96,24.0289,26.5866,21.7375,0.4047,1.0e-04,29.17,0.29,5.4
1791,29.88,24.0434,25.9760,21.5706,0.4083,1.0e-04,,,5.4
1792,29.58,23.6676,26.6843,21.8019,0.4084,1.0e-04,,,5.4
1793,29.53,23.7430,25.8714,21.7134,0.3951,1.0e-04,,,5.4
1794,30.24,24.4555,26.5445,21.8544,0.4081,1.0e-04,,,5.4
1795,30.38,24.5684,27.0900,21.7522,0.3902,1.0e-04,,,5.4
1796,28.94,23.1109,25.7443,21.6524,0.4116,1.0e-04,,,5.4
1797,28.87,22.9395,26.9979,21.9985,0.4081,1.0e-04,,,5.4
1798,30.60,24.8953,28.0185,21.9363,0.3983,1.0e-04,,,5.4
1799,29.97,24.1039,26.5070,21.6038,0.4068,1.0e-04,,,5.5
1800,30.78,24.8516,25.8816,21.4740,0.3960,1.0e-04,28.65,0.25,5.4
1801,30.03,24.3695,27.2217,21.8162,0.3894,1.0e-04,,,5.4
1802,30.90,25.0598,27.3349,21.9145,0.3876,1.0e-04,,,5.4
1803,30.16,24.5145,27.6111,22.1664,0.3929,1.0e-04,,,5.4
1804,30.54,24.7008,25.6342,21.8407,0.3916,1.0e-04,,,5.4
1805,30.03,24.1914,25.0169,21.7630,0.4011,1.0e-04,,,5.4
1806,29.96,24.2285,26.8770,21.9069,0.4052,1.0e-04,,,5.4
1807,31.41,25.3391,26.6208,21.6647,0.4072,1.0e-04,,,5.4
1808,30.68,24.7617,26.3921,21.6018,0.4078,1.0e-04,,,5.4
1809,31.20,25.2250,26.5844,21.6766,0.3990,1.0e-04,,,5.4
1810,29.31,23.5102,25.2995,21.7183,0.4003,1.0e-04,30.05,0.32,5.4
1811,30.39,24.3625,25.8862,21.8430,0.4048,1.0e-04,,,5.4
1812,30.18,24.2551,25.5027,21.7491,0.4012,1.0e-04,,,5.4
1813,29.90,24.0242,25.3148,21.6381,0.4012,1.0e-04,,,5.4
1814,30.74,24.7148,25.8142,21.4693,0.4035,1.0e-04,,,5.4
1815,30.01,24.1395,25.6570,21.5305,0.4003,1.0e-04,,,5.4
1816,28.44,22.7547,26.0099,21.5956,0.3970,1.0e-04,,,5.4
1817,30.98,25.0797,26.7559,21.8001,0.3983,1.0e-04,,,5.4
1818,30.99,25.0555,27.4436,21.8895,0.3946,1.0e-04,,,5.4
1819,28.85,23.1301,25.9641,21.7719,0.3936,1.0e-04,,,5.4
1820,30.22,24.4492,26.9684,21.8441,0.3834,1.0e-04,29.36,0.28,5.4
1821,29.91,24.1445,26.9580,21.9783,0.3895,1.0e-04,,,5.4
1822,29.81,24.0477,25.6934,21.8058,0.3737,1.0e-04,,,5.4
1823,29.69,24.0336,25.7610,21.9194,0.3817,1.0e-04,,,5.4
1824,30.38,24.7812,26.2837,22.1599,0.3787,1.0e-04,,,5.4
1825,30.12,24.4215,26.7299,21.9765,0.3859,1.0e-04,,,5.4
1826,30.66,24.8879,25.8951,21.8653,0.3845,1.0e-04,,,5.4
1827,29.31,23.4887,24.6576,21.8846,0.4017,1.0e-04,,,5.4
1828,29.74,23.8039,26.4559,22.1016,0.3975,1.0e-04,,,5.4
1829,28.32,22.5613,24.0448,21.3791,0.3946,1.0e-04,,,5.4
1830,30.74,24.8523,26.3606,21.3141,0.3915,1.0e-04,28.80,0.26,5.4
1831,28.73,23.1438,26.6498,21.8286,0.3823,1.0e-04,,,5.4
1832,29.90,24.1617,26.4284,21.8019,0.3906,1.0e-04,,,5.4
1833,30.77,24.8793,27.8618,22.1379,0.3982,1.0e-04,,,5.4
1834,30.12,24.1180,27.9963,22.1032,0.4049,1.0e-04,,,5.4
1835,29.60,23.7605,26.9193,22.0636,0.4001,1.0e-04,,,5.4
1836,28.42,22.6871,26.1454,22.0461,0.4090,1.0e-04,,,5.4
1837,30.69,24.5531,26.5917,21.6523,0.4070,1.0e-04,,,5.4
1838,28.93,23.0977,27.0368,21.7340,0.4017,1.0e-04,,,5.4
1839,30.52,24.4043,25.3141,21.7059,0.4045,1.0e-04,,,5.4
1840,30.86,24.7363,26.6902,21.7725,0.4072,1.0e-04,30.37,0.33,5.4
1841,30.01,24.0262,24.8820,21.5967,0.4040,1.0e-04,,,5.4
1842,29.44,23.4559,26.5209,21.8443,0.4097,1.0e-04,,,5.4
1843,29.40,23.5215,26.3108,21.6538,0.4038,1.0e-04,,,5.4
1844,30.05,24.0781,26.6386,22.3432,0.3980,1.0e-04,,,5.4
1845,30.29,24.3902,25.8327,21.9328,0.4040,1.0e-04,,,5.4
1846,30.63,24.5816,26.5281,21.8589,0.4014,1.0e-04,,,5.4
1847,29.05,23.3230,25.4952,21.6634,0.3883,1.0e-04,,,5.4
1848,30.40,24.4605,25.4708,22.0587,0.4040,1.0e-04,,,5.4
1849,29.34,23.5102,25.8861,22.1148,0.4064,1.0e-04,,,5.4
1850,29.46,23.6336,26.5341,22.0282,0.3933,1.0e-04,29.04,0.28,5.4
1851,30.59,24.8047,26.4385,21.9493,0.3860,1.0e-04,,,5.4
1852,30.16,24.2980,25.5750,21.8408,0.3879,1.0e-04,,,5.4
1853,30.34,24.5930,25.6463,21.7207,0.3935,1.0e-04,,,5.4
1854,29.40,23.6715,25.3475,21.5468,0.3928,1.0e-04,,,5.4
1855,29.07,23.3035,25.3423,21.9077,0.3988,1.0e-04,,,5.4
1856,29.60,23.9160,27.3325,21.7703,0.3918,1.0e-04,,,5.4
1857,30.84,24.9953,26.8025,21.9894,0.4032,1.0e-04,,,5.4
1858,29.95,23.9871,26.5986,21.9049,0.4064,1.0e-04,,,5.4
1859,30.80,24.9352,26.6252,21.8161,0.4005,1.0e-04,,,5.4
1860,29.93,24.0090,25.9187,21.7220,0.4062,1.0e-04,29.05,0.29,5.4
1861,30.14,24.2809,25.2781,21.6130,0.3996,1.0e-04,,,5.4
1862,29.17,23.2969,24.4873,21.6982,0.3959,1.0e-04,,,5.4
1863,29.46,23.6891,24.7505,21.2837,0.4026,1.0e-04,,,5.4
1864,29.10,23.2023,24.3402,21.4156,0.4079,1.0e-04,,,5.4
1865,29.58,23.6484,25.9430,21.6367,0.4116,1.0e-04,,,5.4
1866,30.22,24.1797,25.1337,21.4693,0.4100,1.0e-04,,,5.4
1867,30.16,24.1848,25.2428,21.5675,0.4091,1.0e-04,,,5.4
1868,30.03,24.0953,26.8630,21.6314,0.3944,1.0e-04,,,5.4
1869,29.75,23.9879,25.7986,21.8377,0.3888,1.0e-04,,,5.4
1870,29.53,23.8152,26.3004,21.8413,0.3986,1.0e-04,29.17,0.26,5.4
1871,28.46,22.9004,25.8725,22.0426,0.3740,1.0e-04,,,5.4
1872,28.41,22.9418,25.4919,22.0708,0.3772,1.0e-04,,,5.4
1873,29.94,24.4133,26.7775,22.4287,0.3821,1.0e-04,,,5.4
1874,29.43,23.9125,26.2824,22.2862,0.3762,1.0e-04,,,5.4
1875,29.73,24.0758,25.8653,21.9925,0.3882,1.0e-04,,,5.4
1876,28.50,22.8859,25.8504,21.8641,0.3892,1.0e-04,,,5.4
1877,29.38,23.6387,26.8845,21.8252,0.3917,1.0e-04,,,5.4
1878,29.04,23.2504,26.0951,22.0521,0.3975,1.0e-04,,,5.4
1879,30.77,24.9141,25.4316,21.8946,0.3986,1.0e-04,,,5.4
1880,30.84,25.0117,27.0703,21.8663,0.3956,1.0e-04,28.60,0.24,5.4
1881,29.27,23.6445,25.7998,21.8911,0.3850,1.0e-04,,,5.4
1882,29.42,23.9824,25.4901,22.0088,0.3757,1.0e-04,,,5.4
1883,30.14,24.4148,26.6296,21.7619,0.4003,1.0e-04,,,5.4
1884,30.40,24.6668,26.1392,21.8266,0.3977,1.0e-04,,,5.4
1885,30.52,24.6004,25.8214,21.7241,0.3903,1.0e-04,,,5.4
1886,30.78,24.7246,25.7820,21.5046,0.4140,1.0e-04,,,5.4
1887,28.76,22.7492,24.6902,21.4704,0.4209,1.0e-04,,,5.4
1888,29.96,23.9559,26.2914,21.6603,0.4118,1.0e-04,,,5.4
1889,29.64,23.8465,26.0242,21.7458,0.4008,1.0e-04,,,5.6
1890,30.14,24.4797,25.5706,21.7457,0.3901,1.0e-04,28.49,0.24,5.5
1891,29.66,24.0219,25.9336,21.9127,0.3805,1.0e-04,,,5.4
1892,29.73,24.2867,27.3388,22.0067,0.3630,1.0e-04,,,5.4
1893,30.29,24.8039,26.5688,21.7751,0.3617,1.0e-04,,,5.4
1894,28.43,22.9543,25.8360,22.0276,0.3928,1.0e-04,,,5.4
1895,29.17,23.6449,26.2317,22.1395,0.3855,1.0e-04,,,5.4
1896,29.81,24.1398,25.3993,21.7883,0.3847,1.0e-04,,,5.4
1897,30.00,24.3453,26.3346,21.8984,0.3884,1.0e-04,,,5.4
1898,30.15,24.5457,28.5136,22.2974,0.3876,1.0e-04,,,5.4
1899,29.91,24.4313,27.5244,22.0824,0.3734,1.0e-04,,,5.4
1900,30.27,24.7680,26.0751,22.1133,0.3792,1.0e-04,27.48,0.21,5.4
1901,29.98,24.4652,26.3460,21.9382,0.3774,1.0e-04,,,5.4
1902,30.37,24.7410,26.2813,21.8473,0.3859,1.0e-04,,,5.4
1903,29.18,23.5078,25.6495,21.8143,0.3877,1.0e-04,,,5.4
1904,29.18,23.6723,25.8039,22.0256,0.3880,1.0e-04,,,5.4
1905,30.25,24.5574,27.1003,22.3662,0.3838,1.0e-04,,,5.4
1906,29.51,23.9551,27.0221,22.1723,0.3751,1.0e-04,,,5.4
1907,29.66,24.2535,27.0558,21.9156,0.3772,1.0e-04,,,5.4
1908,31.55,25.9598,28.0251,22.1799,0.3683,1.0e-04,,,5.4
1909,29.78,24.4211,26.1089,21.9776,0.3667,1.0e-04,,,5.4
1910,28.82,23.4742,26.0421,21.9938,0.3698,1.0e-04,27.79,0.21,5.4
1911,29.22,23.7609,27.2862,22.0279,0.3685,1.0e-04,,,5.4
1912,29.14,23.6871,27.5406,22.2256,0.3744,1.0e-04,,,5.4
1913,28.64,23.3336,28.1609,22.2700,0.3624,1.0e-04,,,5.4
1914,29.55,24.0305,27.5102,22.1362,0.3848,1.0e-04,,,5.4
1915,29.24,23.5875,25.2354,22.0766,0.3962,1.0e-04,,,5.4
1916,29.59,23.7785,24.7598,21.7245,0.4055,1.0e-04,,,5.4
1917,30.00,24.0848,25.7179,21.5474,0.4090,1.0e-04,,,5.4
1918,29.58,23.7238,25.1225,21.6180,0.4089,1.0e-04,,,5.4
1919,30.10,24.2512,27.0987,22.1932,0.3966,1.0e-04,,,5.4
1920,29.77,23.8297,26.5395,21.7921,0.4146,1.0e-04,31.01,0.34,5.4
1921,30.67,24.5484,26.4209,21.8672,0.4165,1.0e-04,,,5.4
1922,31.08,25.0961,27.1181,21.9273,0.4031,1.0e-04,,,5.4
1923,29.89,24.1035,26.1580,22.0106,0.3963,1.0e-04,,,5.4
1924,29.56,23.8910,25.7890,21.8975,0.3927,1.0e-04,,,5.4
1925,29.48,23.8273,25.8540,21.8974,0.3911,1.0e-04,,,5.4
1926,28.67,23.0508,25.2002,21.8603,0.3905,1.0e-04,,,5.4
1927,28.90,23.3434,26.5971,21.9219,0.3923,1.0e-04,,,5.4
1928,30.04,24.3488,25.2187,21.6970,0.3873,1.0e-04,,,5.4
1929,29.98,24.2812,28.3610,22.1778,0.3900,1.0e-04,,,5.4
1930,29.78,24.0344,25.3035,21.8693,0.3819,1.0e-04,28.87,0.25,5.4
1931,30.54,24.8801,26.0533,21.7877,0.3808,1.0e-04,,,5.4
1932,29.86,24.1715,26.3283,21.3968,0.3829,1.0e-04,,,5.4
1933,29.59,23.8367,25.6687,21.7299,0.3937,1.0e-04,,,5.4
1934,29.20,23.3816,24.0585,21.5443,0.4009,1.0e-04,,,5.4
1935,30.03,24.2766,26.4459,22.1075,0.3959,1.0e-04,,,5.4
1936,29.29,23.5402,26.0936,21.9413,0.3971,1.0e-04,,,5.4
1937,30.54,24.7027,27.1877,22.0097,0.4002,1.0e-04,,,5.4
1938,30.82,24.9102,26.8845,22.1362,0.4054,1.0e-04,,,5.4
1939,30.41,24.4754,28.1809,22.4532,0.4118,1.0e-04,,,5.4
1940,30.88,24.9234,28.7563,22.5599,0.4007,1.0e-04,30.22,0.29,5.4
1941,29.84,23.9809,26.7737,22.3726,0.3914,1.0e-04,,,5.4
1942,30.16,24.3445,26.8724,21.8720,0.4011,1.0e-04,,,5.4
1943,28.94,23.1484,25.6323,21.8896,0.4093,1.0e-04,,,5.4
1944,29.90,24.0289,27.5294,22.0086,0.4043,1.0e-04,,,5.4
1945,29.67,23.9688,26.9657,22.0336,0.3979,1.0e-04,,,5.4
1946,29.97,23.9117,26.1145,21.9081,0.4085,1.0e-04,,,5.4
1947,30.29,24.3453,25.6628,21.5929,0.3997,1.0e-04,,,5.4
1948,30.34,24.4605,24.3494,21.6677,0.4035,1.0e-04,,,5.4
1949,29.70,23.8230,26.1165,21.7377,0.3997,1.0e-04,,,5.4
1950,30.88,24.9559,25.8579,21.5253,0.4005,1.0e-04,30.11,0.29,5.4
1951,30.73,24.8047,26.7167,21.4115,0.3974,1.0e-04,,,5.4
1952,28.66,22.9754,26.0225,21.7160,0.3968,1.0e-04,,,5.4
1953,30.10,24.3074,24.6437,21.6407,0.3975,1.0e-04,,,5.4
1954,29.93,24.1234,26.5112,21.6287,0.3890,1.0e-04,,,5.6
1955,30.33,24.5398,26.1258,21.8121,0.3960,1.0e-04,,,5.4
1956,29.25,23.5133,26.5412,21.8964,0.3966,1.0e-04,,,5.4
1957,28.92,23.1836,25.6096,21.7536,0.3975,1.0e-04,,,5.4
1958,30.97,25.2043,26.3168,21.6367,0.3956,1.0e-04,,,5.4
1959,29.23,23.4402,24.9357,21.5735,0.3995,1.0e-04,,,5.4
1960,30.68,24.7453,26.3028,21.5246,0.4059,1.0e-04,30.39,0.31,5.4
1961,30.19,24.3422,25.3661,21.6150,0.3937,1.0e-04,,,5.4
1962,29.03,23.2520,25.0862,21.5722,0.4017,1.0e-04,,,5.4
1963,29.94,24.0387,25.8369,21.7277,0.4049,1.0e-04,,,5.4
1964,29.85,24.0020,25.6136,21.7847,0.4068,1.0e-04,,,5.4
1965,30.00,23.9719,25.6189,21.5408,0.4074,1.0e-04,,,5.4
1966,29.94,24.0004,25.6402,21.4578,0.4015,1.0e-04,,,5.4
1967,30.15,24.3098,25.6683,21.5376,0.3993,1.0e-04,,,5.4
1968,29.55,23.6703,25.2871,21.6475,0.4019,1.0e-04,,,5.4
1969,29.02,23.1766,25.2385,21.5220,0.4045,1.0e-04,,,5.4
1970,29.66,23.8129,25.4988,21.2556,0.3982,1.0e-04,29.57,0.27,5.4
1971,29.72,23.9594,25.6551,21.4695,0.4005,1.0e-04,,,5.4
1972,31.06,25.1418,26.4229,21.8406,0.3999,1.0e-04,,,5.4
1973,30.16,24.4277,26.5007,21.7634,0.3914,1.0e-04,,,5.4
1974,30.11,24.4293,26.3964,21.8741,0.3916,1.0e-04,,,5.4
1975,31.07,25.1391,26.1978,21.7837,0.4005,1.0e-04,,,5.4
1976,31.38,25.6113,26.9634,21.7732,0.3896,1.0e-04,,,5.4
1977,29.78,23.9168,25.8300,21.7950,0.3987,1.0e-04,,,5.4
1978,29.55,23.8480,25.9014,21.9746,0.4023,1.0e-04,,,5.4
1979,31.01,25.0703,27.1947,21.7360,0.4024,1.0e-04,,,5.4
1980,31.29,25.3914,26.2508,21.8223,0.4021,1.0e-04,30.40,0.30,5.4
1981,29.50,23.6027,25.9671,21.8933,0.4104,1.0e-04,,,5.4
1982,29.04,23.2121,23.8989,21.5511,0.4101,1.0e-04,,,5.4
1983,29.13,23.2270,24.8890,21.6031,0.4142,1.0e-04,,,5.4
1984,30.23,24.3250,25.4404,21.7537,0.4042,1.0e-04,,,5.4
1985,29.91,24.1781,24.0920,21.4682,0.3955,1.0e-04,,,5.4
1986,29.68,23.9762,25.5164,21.8985,0.3999,1.0e-04,,,5.4
1987,30.53,24.6340,25.9071,21.5153,0.4006,1.0e-04,,,5.4
1988,30.65,24.8465,26.8415,22.1268,0.3945,1.0e-04,,,5.5
1989,30.08,24.2875,26.5627,21.9094,0.3983,1.0e-04,,,5.4
1990,30.55,24.8254,26.5276,21.7362,0.3893,1.0e-04,28.76,0.23,5.4
1991,28.63,23.1156,25.5096,21.6138,0.3761,1.0e-04,,,5.4
1992,31.04,25.2324,25.6194,21.5948,0.3865,1.0e-04,,,5.4
1993,30.09,24.4309,26.3587,22.0370,0.3822,1.0e-04,,,5.4
1994,30.25,24.4930,26.2155,21.9531,0.3921,1.0e-04,,,5.4
1995,30.05,24.3246,26.1414,21.6224,0.3930,1.0e-04,,,5.4
1996,30.47,24.5496,25.1010,21.7313,0.4013,1.0e-04,,,5.4
1997,29.81,23.8992,25.1958,21.7270,0.4146,1.0e-04,,,5.4
1998,30.37,24.4359,27.1812,21.8090,0.4091,1.0e-04,,,5.4
1999,30.42,24.6820,26.4921,22.0874,0.3935,1.0e-04,,,5.4
2000,29.29,23.7977,26.5952,21.8316,0.3698,1.0e-04,28.60,0.23,5.4
2001,31.07,25.4629,26.9041,21.8187,0.3737,1.0e-04,,,5.4
2002,29.35,23.8590,26.3966,21.8265,0.3660,1.0e-04,,,5.4
2003,30.74,25.1840,26.3368,21.9220,0.3750,1.0e-04,,,5.4
2004,29.15,23.7027,26.2051,22.0748,0.3661,1.0e-04,,,5.4
2005,31.71,25.9828,27.1313,21.7576,0.3832,1.0e-04,,,5.4
2006,29.40,23.8301,26.1554,22.0766,0.3725,1.0e-04,,,5.4
2007,29.37,23.8551,26.4405,21.8229,0.3840,1.0e-04,,,5.4
2008,31.02,25.3789,27.0316,21.9621,0.3722,1.0e-04,,,5.4
2009,29.75,24.2836,26.7452,21.9271,0.3658,1.0e-04,,,5.4
2010,28.91,23.4672,26.8640,22.0926,0.3820,1.0e-04,27.55,0.18,5.4
2011,28.71,23.4367,26.0714,22.0938,0.3614,1.0e-04,,,5.4
2012,29.11,23.8078,26.7878,22.1838,0.3600,1.0e-04,,,5.4
2013,28.54,23.2477,26.3970,22.0167,0.3589,1.0e-04,,,5.4
2014,29.55,24.1246,26.3999,21.9935,0.3731,1.0e-04,,,5.4
2015,29.23,23.7324,27.1077,22.0835,0.3818,1.0e-04,,,5.4
2016,30.28,24.5816,27.1717,21.9726,0.3887,1.0e-04,,,5.4
2017,30.27,24.4598,25.9490,21.7129,0.3876,1.0e-04,,,5.4
2018,29.88,24.0840,26.8887,22.1265,0.3948,1.0e-04,,,5.4
2019,30.45,24.6637,26.9521,22.2697,0.3986,1.0e-04,,,5.4
2020,30.62,24.7242,26.7728,21.8853,0.4043,1.0e-04,29.69,0.26,5.4
2021,29.30,23.6297,25.4038,22.2917,0.3801,1.0e-04,,,5.4
2022,30.21,24.4148,26.6593,22.0026,0.3938,1.0e-04,,,5.4
2023,29.75,24.1164,26.1656,21.8985,0.3810,1.0e-04,,,5.4
2024,29.05,23.4430,26.1117,21.8359,0.3844,1.0e-04,,,5.4
2025,30.46,24.7535,26.5733,21.4596,0.3876,1.0e-04,,,5.4
2026,30.12,24.4957,25.7416,21.7026,0.3767,1.0e-04,,,5.4
2027,29.76,24.1617,26.3575,21.7128,0.3777,1.0e-04,,,5.4
2028,31.18,25.3141,26.1714,21.7345,0.3917,1.0e-04,,,5.4
2029,31.00,24.9930,26.8563,21.9005,0.3955,1.0e-04,,,5.4
2030,29.89,24.0262,26.9348,22.1277,0.3951,1.0e-04,30.59,0.32,5.4
2031,29.81,23.8391,25.6224,21.8689,0.4034,1.0e-04,,,5.4
2032,29.49,23.6063,25.8833,21.6868,0.3992,1.0e-04,,,5.4
2033,29.38,23.5309,25.7074,21.8009,0.4006,1.0e-04,,,5.4
2034,30.24,24.4695,26.0744,21.9757,0.3844,1.0e-04,,,5.4
2035,30.09,24.4340,25.8896,22.0577,0.3790,1.0e-04,,,5.5
2036,31.26,25.3824,27.0523,21.9332,0.3866,1.0e-04,,,5.4
2037,30.25,24.4758,26.0353,21.8904,0.3869,1.0e-04,,,5.4
2038,30.11,24.4039,26.6896,21.7974,0.3869,1.0e-04,,,5.4
2039,30.72,24.8875,25.7782,21.7834,0.3960,1.0e-04,,,5.4
2040,30.65,24.7746,26.2454,21.7150,0.4030,1.0e-04,30.63,0.31,5.4
2041,30.81,24.7922,27.1153,21.7009,0.4016,1.0e-04,,,5.4
2042,30.23,24.1992,25.5275,21.5541,0.4088,1.0e-04,,,5.4
2043,31.33,25.3500,26.3227,21.6446,0.4019,1.0e-04,,,5.5
2044,29.54,23.7156,24.7567,21.8696,0.4047,1.0e-04,,,5.4
2045,30.48,24.6039,27.0490,21.8827,0.4080,1.0e-04,,,5.4
2046,30.62,24.8160,27.4867,21.9418,0.3909,1.0e-04,,,5.4
2047,30.92,25.0984,27.3168,22.2772,0.3970,1.0e-04,,,5.4
2048,30.20,24.5824,26.5802,22.0308,0.3858,1.0e-04,,,5.4
2049,30.43,24.8492,26.3856,22.0178,0.3823,1.0e-04,,,5.4
2050,29.91,24.3469,26.4213,22.1192,0.3831,1.0e-04,29.20,0.23,5.4
2051,28.97,23.4344,26.1535,22.2743,0.3806,1.0e-04,,,5.4
2052,29.81,24.1215,25.2086,22.0112,0.3857,1.0e-04,,,5.4
2053,29.88,24.2051,27.1658,22.1143,0.3900,1.0e-04,,,5.4
2054,29.76,24.0938,27.0996,21.9204,0.3907,1.0e-04,,,5.4
2055,30.38,24.5563,27.3097,22.1051,0.3883,1.0e-04,,,5.4
2056,30.05,24.3559,26.5883,21.9093,0.3870,1.0e-04,,,5.4
2057,29.93,24.1555,26.2579,21.7644,0.4021,1.0e-04,,,5.4
2058,30.02,24.1859,24.7972,21.5806,0.4034,1.0e-04,,,5.4
2059,30.78,24.9535,26.7115,21.7167,0.3900,1.0e-04,,,5.4
2060,31.38,25.5352,25.9661,21.7152,0.3862,1.0e-04,29.42,0.24,5.4
2061,30.00,24.3230,26.1137,21.7741,0.3900,1.0e-04,,,5.4
2062,29.89,24.2852,26.3864,22.0338,0.3719,1.0e-04,,,5.4
2063,29.15,23.7277,25.3895,21.9056,0.3700,1.0e-04,,,5.4
2064,28.92,23.6258,25.4591,22.0461,0.3500,1.0e-04,,,5.4
2065,29.14,23.8410,24.9633,21.8479,0.3574,1.0e-04,,,5.4
2066,30.42,24.8895,26.6828,21.9584,0.3670,1.0e-04,,,5.4
2067,29.44,24.0375,26.2184,22.0260,0.3709,1.0e-04,,,5.4
2068,30.20,24.5969,26.3484,21.8450,0.3722,1.0e-04,,,5.4
2069,30.58,25.0496,27.2657,22.0629,0.3675,1.0e-04,,,5.4
2070,29.74,24.4211,26.1230,22.0866,0.3582,1.0e-04,28.60,0.21,5.4
2071,29.73,24.2176,26.4815,22.1706,0.3792,1.0e-04,,,5.4
2072,31.58,25.7949,27.1787,22.0251,0.3849,1.0e-04,,,5.4
2073,29.94,24.1461,27.0589,22.0209,0.3993,1.0e-04,,,5.4
2074,29.38,23.5934,25.9966,21.8905,0.4013,1.0e-04,,,5.4
2075,31.10,25.2039,25.2404,21.6464,0.4003,1.0e-04,,,5.4
2076,29.27,23.5023,25.8593,21.7919,0.3998,1.0e-04,,,5.4
2077,31.52,25.7719,26.4356,21.6476,0.3824,1.0e-04,,,5.4
2078,29.85,24.0797,25.9860,21.7945,0.3894,1.0e-04,,,5.4
2079,30.51,24.7945,25.6393,21.7571,0.3878,1.0e-04,,,5.5
2080,30.54,24.6840,26.8134,22.0705,0.4051,1.0e-04,30.51,0.33,5.4
2081,31.36,25.2746,26.3384,21.5645,0.4051,1.0e-04,,,5.4
2082,29.15,23.3047,24.0993,21.4991,0.4007,1.0e-04,,,5.4
2083,31.16,25.1266,25.2679,21.2573,0.4039,1.0e-04,,,5.4
2084,30.65,24.7793,25.9423,21.5981,0.3981,1.0e-04,,,5.4
2085,29.97,24.1965,25.1263,21.5517,0.3927,1.0e-04,,,5.4
2086,29.35,23.6203,25.1751,21.3333,0.3948,1.0e-04,,,5.4
2087,30.28,24.3980,25.5689,21.6714,0.3978,1.0e-04,,,5.4
2088,30.35,24.5699,25.9063,21.9711,0.3949,1.0e-04,,,5.4
2089,29.62,23.7695,25.7345,21.8416,0.4029,1.0e-04,,,5.4
2090,30.65,24.8895,25.4321,21.7590,0.3891,1.0e-04,30.20,0.29,5.4
2091,30.54,24.6844,25.2407,21.6701,0.4008,1.0e-04,,,5.4
2092,31.23,25.4758,26.5267,21.5673,0.3805,1.0e-04,,,5.4
2093,30.49,24.8094,24.5795,21.6640,0.3883,1.0e-04,,,5.4
2094,29.55,23.9766,25.7933,21.7877,0.3823,1.0e-04,,,5.4
2095,29.94,24.3957,25.9025,21.8532,0.3750,1.0e-04,,,5.4
2096,29.71,24.3676,25.6159,22.0076,0.3635,1.0e-04,,,5.4
2097,29.68,24.0801,25.3118,21.9017,0.3796,1.0e-04,,,5.4
2098,30.16,24.4496,26.1089,21.9296,0.3854,1.0e-04,,,5.4
2099,29.79,24.1574,27.3330,22.3384,0.3795,1.0e-04,,,5.4
2100,30.39,24.4844,25.9458,21.9495,0.3922,1.0e-04,29.97,0.27,5.4
2101,30.04,24.2719,26.3118,21.7157,0.4016,1.0e-04,,,5.4
2102,29.96,24.2094,26.6024,21.9210,0.3868,1.0e-04,,,5.4
2103,31.11,25.3688,26.9697,22.0140,0.3917,1.0e-04,,,5.4
2104,30.67,25.0441,25.3178,21.8870,0.3791,1.0e-04,,,5.4
2105,30.55,24.7246,24.7305,21.5681,0.3907,1.0e-04,,,5.4
2106,30.50,24.7574,25.6173,21.4274,0.3817,1.0e-04,,,5.4
2107,30.99,25.0891,27.2874,21.9085,0.4017,1.0e-04,,,5.4
2108,30.89,24.7672,25.1155,21.6736,0.4184,1.0e-04,,,5.4
2109,28.53,22.4160,24.3681,21.5647,0.4253,1.0e-04,,,5.4
2110,30.24,24.2383,25.7624,21.8296,0.4041,1.0e-04,30.52,0.31,5.4
2111,29.93,24.0902,25.1180,21.8918,0.3970,1.0e-04,,,5.4
2112,28.91,23.1285,26.3052,22.1095,0.3981,1.0e-04,,,5.4
2113,29.20,23.3020,25.9320,21.8606,0.4036,1.0e-04,,,5.4
2114,29.07,23.3340,25.7605,21.6602,0.3978,1.0e-04,,,5.4
2115,29.66,23.9652,25.7855,21.7469,0.3901,1.0e-04,,,5.4
2116,30.24,24.5738,25.3620,21.8277,0.3852,1.0e-04,,,5.4
2117,30.65,24.9645,25.1932,21.6246,0.3884,1.0e-04,,,5.4
2118,30.84,25.0355,25.9403,21.8867,0.3892,1.0e-04,,,5.4
2119,30.16,24.4797,26.0517,22.0391,0.3893,1.0e-04,,,5.4
2120,29.93,24.3195,25.2192,21.7272,0.3936,1.0e-04,29.48,0.25,5.4
2121,30.55,24.7293,24.9270,21.4964,0.3923,1.0e-04,,,5.4
2122,30.26,24.5379,26.1938,21.6127,0.3921,1.0e-04,,,5.4
2123,30.57,24.7512,26.3878,21.8733,0.3954,1.0e-04,,,5.4
2124,30.68,24.7684,24.8186,21.4428,0.4003,1.0e-04,,,5.4
