iteration,mean_survival,mean_return,loss,mean_value,entropy,lr,eval_survival,jump_ratio,time_s
5925,31.01,25.4383,21.9798,21.2283,0.4271,1.0e-04,,,5.5
5926,30.80,25.2094,23.2250,21.3930,0.4261,1.0e-04,,,5.4
5927,31.88,26.2957,22.4275,21.2897,0.4249,1.0e-04,,,5.5
5928,30.04,24.6641,21.7076,21.3928,0.4155,1.0e-04,,,5.5
5929,29.79,24.4543,23.1766,21.4664,0.4020,1.0e-04,,,5.4
5930,33.35,27.7359,21.6974,20.9597,0.4133,1.0e-04,30.22,0.20,5.5
5931,31.46,26.0051,23.5401,21.4887,0.3949,1.0e-04,,,5.5
5932,31.73,26.2109,23.1341,21.3994,0.4214,1.0e-04,,,5.5
5933,31.24,25.6363,22.1208,21.1777,0.4348,1.0e-04,,,5.5
5934,30.88,25.1930,22.6303,21.4288,0.4393,1.0e-04,,,5.5
5935,32.12,26.4016,21.8123,21.3164,0.4361,1.0e-04,,,5.5
5936,32.55,26.6613,23.5424,21.4831,0.4401,1.0e-04,,,5.5
5937,32.28,26.3168,22.6277,21.2680,0.4545,1.0e-04,,,5.5
5938,31.62,25.7965,22.3760,21.3430,0.4454,1.0e-04,,,5.5
5939,30.94,25.3312,22.1858,21.2882,0.4215,1.0e-04,,,5.5
5940,30.59,24.9863,21.3086,21.4303,0.4383,1.0e-04,30.75,0.21,5.5
5941,30.71,25.3055,23.6733,21.3249,0.4099,1.0e-04,,,5.5
5942,31.35,25.7086,21.9901,21.1078,0.4281,1.0e-04,,,5.5
5943,31.33,25.8605,22.5375,21.1900,0.4143,1.0e-04,,,5.5
5944,30.34,24.7242,22.2095,21.3530,0.4303,1.0e-04,,,5.5
5945,31.32,25.7457,22.5179,21.2754,0.4151,1.0e-04,,,5.5
5946,31.71,25.9906,21.4160,21.0441,0.4357,1.0e-04,,,5.5
5947,31.71,26.1258,20.9118,20.6711,0.4228,1.0e-04,,,5.5
5948,31.15,25.6027,21.4646,20.5342,0.4105,1.0e-04,,,5.5
5949,31.52,25.7984,22.3854,20.8197,0.4320,1.0e-04,,,5.5
5950,32.06,26.3469,22.2043,21.1992,0.4285,1.0e-04,32.52,0.27,5.5
5951,29.99,24.3410,21.2543,20.7612,0.4434,1.0e-04,,,5.5
5952,31.40,25.6723,23.1633,21.0272,0.4310,1.0e-04,,,5.5
5953,31.66,25.9570,22.3172,21.3681,0.4292,1.0e-04,,,5.5
5954,31.70,25.9320,22.9908,21.2065,0.4283,1.0e-04,,,5.5
5955,31.44,25.7922,21.4901,20.8592,0.4341,1.0e-04,,,5.5
5956,32.77,26.9504,22.8682,21.4555,0.4438,1.0e-04,,,5.5
5957,30.72,25.1359,21.5824,21.4950,0.4273,1.0e-04,,,5.5
5958,32.26,26.4039,22.5603,21.2521,0.4432,1.0e-04,,,5.5
5959,31.11,25.2781,21.7305,20.8683,0.4468,1.0e-04,,,5.5
5960,30.54,24.7754,20.7457,20.6750,0.4508,1.0e-04,32.48,0.31,5.5
5961,31.12,25.2121,21.0039,20.9630,0.4481,1.0e-04,,,5.5
5962,31.61,25.7359,20.1366,20.4904,0.4470,1.0e-04,,,5.5
5963,32.14,26.1430,21.6226,20.9260,0.4546,1.0e-04,,,5.5
5964,32.29,26.5316,22.2456,20.9345,0.4329,1.0e-04,,,5.5
5965,32.09,26.2512,21.6887,20.8842,0.4443,1.0e-04,,,5.5
5966,32.38,26.4172,21.9228,21.1140,0.4498,1.0e-04,,,5.5
5967,30.69,24.9383,21.2604,20.3141,0.4483,1.0e-04,,,5.5
5968,32.09,26.4531,21.0648,20.8887,0.4273,1.0e-04,,,5.5
5969,30.37,24.9336,20.7580,20.8262,0.4059,1.0e-04,,,5.5
5970,30.72,25.2266,21.5128,21.2627,0.4249,1.0e-04,30.69,0.21,5.5
5971,31.94,26.3789,22.3586,21.2365,0.4223,1.0e-04,,,5.5
5972,30.81,25.4562,23.1072,21.4348,0.3947,1.0e-04,,,5.5
5973,30.53,25.2086,21.3938,20.9807,0.3929,1.0e-04,,,5.5
5974,31.01,25.6453,22.2644,21.3160,0.4117,1.0e-04,,,5.5
5975,29.35,24.1445,22.1252,21.2887,0.3784,1.0e-04,,,5.4
5976,31.01,25.7086,22.7356,21.1415,0.3937,1.0e-04,,,5.5
5977,31.01,25.6102,22.7147,21.2537,0.4092,1.0e-04,,,5.5
5978,31.18,25.7746,23.3058,21.2892,0.4103,1.0e-04,,,5.5
5979,30.96,25.4414,21.5405,21.2880,0.4217,1.0e-04,,,5.5
5980,31.53,25.9645,22.8395,21.5183,0.4099,1.0e-04,32.60,0.25,5.6
5981,32.13,26.4531,22.4681,21.3753,0.4229,1.0e-04,,,5.6
5982,31.09,25.5957,22.7808,21.2212,0.4109,1.0e-04,,,5.6
5983,30.36,25.0227,21.8377,21.2881,0.3958,1.0e-04,,,5.5
5984,31.50,26.0215,22.5542,21.1009,0.4147,1.0e-04,,,5.6
5985,31.46,25.7246,21.8998,21.2580,0.4385,1.0e-04,,,5.6
5986,31.51,25.9559,21.6271,20.9599,0.4257,1.0e-04,,,5.6
5987,32.32,26.5215,21.0288,20.8193,0.4375,1.0e-04,,,5.6
5988,31.29,25.5809,22.4202,21.1516,0.4293,1.0e-04,,,5.6
5989,31.89,26.1223,21.2485,20.9477,0.4439,1.0e-04,,,5.6
5990,30.82,25.0520,22.1274,21.0983,0.4406,1.0e-04,31.52,0.23,5.5
5991,31.04,25.4559,20.7326,20.6930,0.4224,1.0e-04,,,5.5
5992,31.40,25.8965,20.8665,20.9846,0.4163,1.0e-04,,,5.5
5993,32.34,26.7281,21.9915,20.9073,0.4108,1.0e-04,,,5.5
5994,31.10,25.5000,21.2309,21.1970,0.4216,1.0e-04,,,5.5
5995,31.57,26.1250,20.6450,20.8722,0.4069,1.0e-04,,,5.5
5996,30.82,25.3676,21.7446,21.1666,0.4047,1.0e-04,,,5.5
5997,31.01,25.4043,21.9537,21.3968,0.4293,1.0e-04,,,5.5
5998,31.56,26.0738,23.5653,21.3586,0.4064,1.0e-04,,,5.5
5999,31.88,26.3059,22.0184,21.1617,0.4113,1.0e-04,,,5.5
6000,30.50,24.9977,22.5732,21.2895,0.4183,1.0e-04,30.48,0.20,5.5
6001,31.85,26.3684,22.6258,21.1529,0.4003,1.0e-04,,,5.5
6002,31.69,26.2484,20.4759,20.9848,0.4078,1.0e-04,,,5.5
6003,30.67,25.1641,22.2696,21.0946,0.4326,1.0e-04,,,5.5
6004,30.90,25.1980,21.9748,20.9873,0.4373,1.0e-04,,,5.5
6005,31.90,25.9422,22.0953,21.0471,0.4513,1.0e-04,,,5.5
6006,32.21,26.4910,22.0384,21.2867,0.4345,1.0e-04,,,5.5
6007,31.86,26.0766,22.3173,21.0127,0.4401,1.0e-04,,,5.5
6008,31.66,25.9828,23.5476,21.3728,0.4260,1.0e-04,,,5.5
6009,31.42,25.6934,23.3461,21.4629,0.4368,1.0e-04,,,5.5
6010,31.57,25.8773,23.8486,21.4826,0.4219,1.0e-04,29.93,0.21,5.5
6011,30.60,25.2629,23.8674,21.6068,0.4056,1.0e-04,,,5.5
6012,31.37,25.9523,22.4736,21.1489,0.4045,1.0e-04,,,5.5
6013,32.03,26.4324,22.1939,21.0150,0.4210,1.0e-04,,,5.5
6014,32.93,27.1863,21.8523,20.9356,0.4272,1.0e-04,,,5.6
6015,30.56,25.0203,20.6296,20.9253,0.4172,1.0e-04,,,5.5
6016,32.14,26.4734,22.6975,21.2451,0.4340,1.0e-04,,,5.6
6017,32.06,26.3180,21.7449,21.0464,0.4380,1.0e-04,,,5.6
6018,31.50,25.9121,21.9416,20.9951,0.4185,1.0e-04,,,5.6
6019,32.17,26.5801,22.6946,20.9739,0.4171,1.0e-04,,,5.6
6020,31.21,25.7160,22.4658,21.3563,0.4130,1.0e-04,30.38,0.22,5.6
6021,31.64,26.0574,22.4387,21.4632,0.4312,1.0e-04,,,5.5
6022,33.16,27.5410,23.0144,21.2311,0.4243,1.0e-04,,,5.5
6023,31.52,25.8965,22.5000,21.2114,0.4256,1.0e-04,,,5.5
6024,30.50,24.8488,22.3524,21.1025,0.4350,1.0e-04,,,5.5
6025,30.68,24.9520,21.8579,20.9656,0.4414,1.0e-04,,,5.5
6026,31.26,25.6668,22.9349,20.8882,0.4147,1.0e-04,,,5.5
6027,31.61,25.8895,22.2423,20.8907,0.4369,1.0e-04,,,5.5
6028,30.79,24.9660,21.8915,20.9102,0.4488,1.0e-04,,,5.5
6029,31.71,25.9145,22.2049,21.4545,0.4415,1.0e-04,,,5.5
6030,30.88,25.1359,21.2044,20.5612,0.4466,1.0e-04,31.37,0.27,5.5
6031,32.05,26.2629,21.1422,20.8618,0.4322,1.0e-04,,,5.5
6032,30.88,25.1965,22.3832,21.1719,0.4307,1.0e-04,,,5.4
6033,30.84,25.2129,21.3153,21.1037,0.4333,1.0e-04,,,5.4
6034,30.78,25.0066,22.1123,20.9192,0.4488,1.0e-04,,,5.5
6035,31.86,26.1355,22.8760,21.1942,0.4363,1.0e-04,,,5.5
6036,31.28,25.5641,22.6824,21.1889,0.4322,1.0e-04,,,5.5
6037,32.15,26.1859,22.7789,21.2073,0.4382,1.0e-04,,,5.5
6038,32.79,26.9332,22.4988,21.3802,0.4333,1.0e-04,,,5.5
6039,31.42,25.6715,23.6322,21.6281,0.4317,1.0e-04,,,5.5
6040,30.97,25.2691,21.4109,21.0360,0.4280,1.0e-04,31.83,0.25,5.5
6041,32.34,26.6176,22.8598,21.1591,0.4297,1.0e-04,,,5.5
6042,31.10,25.5414,21.9197,21.0412,0.4154,1.0e-04,,,5.5
6043,32.17,26.4816,21.5901,20.8935,0.4341,1.0e-04,,,5.5
6044,31.24,25.6551,21.3478,21.3419,0.4217,1.0e-04,,,5.5
6045,31.01,25.2027,22.2822,21.3408,0.4528,1.0e-04,,,5.5
6046,31.93,26.0359,22.2123,21.4669,0.4423,1.0e-04,,,5.5
6047,31.77,26.0148,23.7457,21.2367,0.4412,1.0e-04,,,5.5
6048,30.90,24.9969,21.4407,20.8015,0.4533,1.0e-04,,,5.4
6049,31.55,25.6434,21.5979,20.7682,0.4499,1.0e-04,,,5.5
6050,31.98,25.9414,22.1098,20.8269,0.4658,1.0e-04,32.74,0.36,5.5
6051,31.99,25.8613,21.0834,20.9832,0.4655,1.0e-04,,,5.5
6052,32.40,26.4562,22.2399,21.0034,0.4516,1.0e-04,,,5.5
6053,32.12,26.1336,22.1472,20.9446,0.4558,1.0e-04,,,5.5
6054,30.93,24.9816,22.0218,21.4742,0.4531,1.0e-04,,,5.4
6055,31.05,25.1289,22.8863,21.2309,0.4528,1.0e-04,,,5.5
6056,30.45,24.4609,21.2088,20.9507,0.4628,1.0e-04,,,5.5
6057,31.67,25.7172,22.2803,20.8162,0.4589,1.0e-04,,,5.5
6058,31.13,25.1730,22.1800,20.8428,0.4560,1.0e-04,,,5.5
6059,30.79,24.7328,20.2255,20.7814,0.4637,1.0e-04,,,5.4
6060,30.48,24.4160,20.5756,20.3803,0.4635,1.0e-04,32.80,0.34,5.5
6061,32.21,26.0832,21.9456,20.5995,0.4650,1.0e-04,,,5.5
6062,31.62,25.3559,21.7752,20.7038,0.4742,1.0e-04,,,5.5
6063,31.47,25.4215,21.3485,20.8232,0.4590,1.0e-04,,,5.5
6064,32.17,26.1516,22.9795,20.7801,0.4528,1.0e-04,,,5.5
6065,30.93,25.0348,21.1280,20.9348,0.4540,1.0e-04,,,5.5
6066,31.31,25.5152,21.3807,20.5802,0.4394,1.0e-04,,,5.5
6067,31.91,26.1242,22.0609,20.7744,0.4393,1.0e-04,,,5.5
6068,30.69,25.0605,20.3383,20.9004,0.4364,1.0e-04,,,5.5
6069,30.75,25.1313,20.7943,20.7810,0.4400,1.0e-04,,,5.5
6070,33.03,27.1074,22.9817,21.2520,0.4462,1.0e-04,32.65,0.31,5.5
6071,31.66,25.7426,22.1818,21.1217,0.4549,1.0e-04,,,5.5
6072,31.10,25.2691,21.9656,21.0924,0.4488,1.0e-04,,,5.5
6073,30.76,24.9934,22.4098,21.2120,0.4415,1.0e-04,,,5.5
6074,31.28,25.5145,21.1484,20.9577,0.4426,1.0e-04,,,5.5
6075,32.09,26.2859,22.0335,20.4816,0.4493,1.0e-04,,,5.5
6076,31.41,25.6508,20.0257,20.4991,0.4493,1.0e-04,,,5.5
6077,30.74,24.8430,20.8439,20.1777,0.4523,1.0e-04,,,5.5
6078,30.89,25.0945,21.2073,20.7133,0.4605,1.0e-04,,,5.5
6079,33.17,27.2230,21.7013,20.5800,0.4518,1.0e-04,,,5.5
6080,31.27,25.4000,21.2513,21.0174,0.4529,1.0e-04,32.44,0.30,5.5
6081,31.73,25.8117,22.7445,21.0715,0.4587,1.0e-04,,,5.5
6082,31.32,25.1734,20.6046,20.6180,0.4772,1.0e-04,,,5.5
6083,30.35,24.4039,21.3174,20.9883,0.4608,1.0e-04,,,5.5
6084,31.40,25.3785,21.5652,20.9799,0.4675,1.0e-04,,,5.5
6085,31.24,24.9746,22.0272,20.6311,0.4832,1.0e-04,,,5.5
6086,29.58,23.4559,22.3131,20.9882,0.4817,1.0e-04,,,5.4
6087,29.90,23.7820,19.6258,20.5433,0.4838,1.0e-04,,,5.4
6088,30.99,24.7762,19.8365,20.3060,0.4800,1.0e-04,,,5.5
6089,31.18,24.9516,21.4226,20.7944,0.4735,1.0e-04,,,5.5
6090,29.93,23.8949,22.2230,21.0371,0.4659,1.0e-04,32.55,0.33,5.4
6091,31.27,25.3055,22.1253,21.1547,0.4654,1.0e-04,,,5.5
6092,31.46,25.5281,22.2084,21.0973,0.4598,1.0e-04,,,5.5
6093,31.90,25.9012,22.2200,21.0502,0.4603,1.0e-04,,,5.5
6094,32.19,26.3340,22.0176,21.2486,0.4468,1.0e-04,,,5.5
6095,31.43,25.5766,23.1851,21.1862,0.4447,1.0e-04,,,5.5
6096,32.18,26.2539,22.2654,21.1122,0.4604,1.0e-04,,,5.5
6097,30.96,25.1242,21.1566,21.0432,0.4574,1.0e-04,,,5.5
6098,31.26,25.2344,21.5620,20.9417,0.4663,1.0e-04,,,5.5
6099,31.72,25.6129,21.3050,20.5992,0.4700,1.0e-04,,,5.5
6100,30.70,24.7973,20.8949,20.5581,0.4662,1.0e-04,32.28,0.32,5.5
6101,31.56,25.5711,21.2242,20.7291,0.4605,1.0e-04,,,5.5
6102,31.57,25.7461,21.9692,20.9896,0.4492,1.0e-04,,,5.5
6103,31.08,25.2461,21.5212,20.9966,0.4403,1.0e-04,,,5.5
6104,32.59,26.5863,21.5605,20.8235,0.4635,1.0e-04,,,5.5
6105,31.62,25.6512,22.8952,21.0668,0.4590,1.0e-04,,,5.5
6106,32.11,26.2359,21.4760,21.2618,0.4410,1.0e-04,,,5.5
6107,32.16,26.0574,22.6149,20.9586,0.4642,1.0e-04,,,5.6
6108,31.00,25.1406,21.9641,21.0590,0.4576,1.0e-04,,,5.6
6109,31.96,25.8898,21.7169,20.7062,0.4558,1.0e-04,,,5.6
6110,30.69,24.6562,20.6572,20.5441,0.4641,1.0e-04,32.38,0.32,5.5
6111,31.11,25.1895,21.1568,20.7758,0.4554,1.0e-04,,,5.6
6112,32.53,26.5543,22.7472,21.1168,0.4461,1.0e-04,,,5.6
6113,31.67,25.7859,22.2621,20.9656,0.4565,1.0e-04,,,5.6
6114,30.96,25.1410,22.1430,21.2566,0.4434,1.0e-04,,,5.5
6115,29.86,24.2086,22.3767,21.1487,0.4348,1.0e-04,,,5.5
6116,31.05,25.2008,21.1057,20.8111,0.4497,1.0e-04,,,5.6
6117,31.72,26.0012,21.2966,20.9544,0.4366,1.0e-04,,,5.6
6118,32.37,26.4727,23.0986,21.1776,0.4487,1.0e-04,,,5.6
6119,30.89,25.2395,22.3040,21.2862,0.4393,1.0e-04,,,5.6
6120,31.73,26.0852,21.0542,20.7892,0.4423,1.0e-04,32.03,0.27,5.6
6121,32.09,26.3363,21.6258,20.9810,0.4434,1.0e-04,,,5.6
6122,31.81,25.9930,22.6483,21.1504,0.4381,1.0e-04,,,5.6
6123,33.36,27.5094,22.5231,20.7330,0.4422,1.0e-04,,,5.6
6124,30.76,25.0508,21.2719,20.8878,0.4472,1.0e-04,,,5.5
6125,32.07,26.2887,21.9489,20.8801,0.4345,1.0e-04,,,5.5
6126,31.40,25.7801,23.0181,20.9028,0.4331,1.0e-04,,,5.5
6127,32.29,26.5590,23.7725,21.3176,0.4323,1.0e-04,,,5.6
6128,31.08,25.3344,21.4669,21.1451,0.4464,1.0e-04,,,5.5
6129,31.54,25.6680,21.8455,20.8150,0.4511,1.0e-04,,,5.5
6130,30.63,24.6785,21.6617,20.8776,0.4666,1.0e-04,32.42,0.30,5.5
6131,31.46,25.5637,21.0604,20.6183,0.4458,1.0e-04,,,5.5
6132,31.76,26.0441,23.3684,21.4254,0.4392,1.0e-04,,,5.5
6133,31.12,25.3551,23.1133,21.2668,0.4386,1.0e-04,,,5.5
6134,31.93,26.2715,22.1472,20.9379,0.4306,1.0e-04,,,5.5
6135,31.92,26.2219,22.5406,21.1479,0.4265,1.0e-04,,,5.5
6136,31.08,25.4004,22.5415,21.0587,0.4358,1.0e-04,,,5.5
6137,31.36,25.7434,22.4061,21.1910,0.4323,1.0e-04,,,5.5
6138,31.26,25.5758,21.6476,20.9915,0.4349,1.0e-04,,,5.5
6139,31.77,25.9625,22.6074,21.1009,0.4475,1.0e-04,,,5.5
6140,30.80,25.0898,21.9608,21.5885,0.4357,1.0e-04,31.09,0.26,5.5
6141,31.87,26.1738,22.5425,21.1234,0.4426,1.0e-04,,,5.5
6142,32.27,26.4961,22.5409,21.2200,0.4432,1.0e-04,,,5.5
6143,31.25,25.5617,22.0095,21.2193,0.4295,1.0e-04,,,5.5
6144,31.65,25.8258,22.2949,21.1402,0.4452,1.0e-04,,,5.5
6145,31.46,25.6906,22.0353,21.2982,0.4480,1.0e-04,,,5.5
6146,32.05,26.2719,21.8177,20.7003,0.4439,1.0e-04,,,5.5
6147,31.82,26.1145,21.8727,21.2298,0.4304,1.0e-04,,,5.5
6148,32.05,26.4105,22.4805,21.3181,0.4423,1.0e-04,,,5.5
6149,31.16,25.3488,21.9842,21.0779,0.4454,1.0e-04,,,5.5
6150,31.61,25.9117,23.4263,21.4404,0.4402,1.0e-04,31.62,0.24,5.5
6151,31.73,25.9938,23.1957,21.6148,0.4386,1.0e-04,,,5.5
6152,30.33,24.6078,22.7457,21.3828,0.4493,1.0e-04,,,5.5
6153,31.77,25.9203,22.9830,21.4028,0.4544,1.0e-04,,,5.5
6154,30.07,24.3422,21.2222,21.4318,0.4513,1.0e-04,,,5.5
6155,31.57,25.7598,21.7414,21.0344,0.4550,1.0e-04,,,5.5
6156,31.13,25.1988,23.5475,21.3293,0.4601,1.0e-04,,,5.5
6157,31.42,25.3781,21.5491,21.0891,0.4698,1.0e-04,,,5.5
6158,31.90,26.0117,23.0483,21.3380,0.4502,1.0e-04,,,5.5
6159,32.81,26.9977,22.5900,21.1085,0.4319,1.0e-04,,,5.5
6160,31.29,25.6250,22.5235,20.9412,0.4342,1.0e-04,32.51,0.27,5.5
6161,31.76,25.9961,21.9015,20.8110,0.4469,1.0e-04,,,5.5
6162,32.05,26.1480,21.8208,21.0694,0.4515,1.0e-04,,,5.5
6163,31.88,26.2074,22.3074,20.9994,0.4367,1.0e-04,,,5.5
6164,30.95,25.3145,22.6048,21.0574,0.4451,1.0e-04,,,5.5
6165,31.41,25.6285,21.8022,21.1513,0.4491,1.0e-04,,,5.5
6166,31.15,25.5234,21.5660,21.0618,0.4389,1.0e-04,,,5.5
6167,31.28,25.5246,21.7990,21.0065,0.4509,1.0e-04,,,5.5
6168,31.47,25.3871,21.1097,21.0589,0.4784,1.0e-04,,,5.5
6169,30.79,24.6063,21.6886,21.0466,0.4827,1.0e-04,,,5.5
6170,31.21,25.0730,20.3594,20.7076,0.4681,1.0e-04,32.34,0.30,5.5
6171,31.25,25.3230,21.7373,20.9614,0.4588,1.0e-04,,,5.5
6172,31.34,25.5418,21.9396,20.8840,0.4401,1.0e-04,,,5.5
6173,30.62,24.9449,21.5634,20.8679,0.4437,1.0e-04,,,5.5
6174,31.96,26.2629,21.3827,21.0150,0.4376,1.0e-04,,,5.5
6175,31.50,25.7141,22.2208,21.0712,0.4411,1.0e-04,,,5.5
6176,31.30,25.5074,22.3582,21.1338,0.4487,1.0e-04,,,5.5
6177,30.21,24.5000,23.0541,21.4308,0.4421,1.0e-04,,,5.5
6178,30.61,24.8785,20.3630,21.1501,0.4303,1.0e-04,,,5.5
6179,31.46,25.8168,23.0960,21.1201,0.4276,1.0e-04,,,5.6
6180,31.42,25.7094,22.0173,21.1826,0.4369,1.0e-04,31.15,0.23,5.6
6181,31.55,25.9930,22.0777,20.8822,0.4212,1.0e-04,,,5.6
6182,30.63,25.1594,21.6490,21.2129,0.4330,1.0e-04,,,5.6
6183,31.86,26.2230,22.0951,21.1623,0.4292,1.0e-04,,,5.6
6184,31.98,26.4188,22.9189,21.3476,0.4138,1.0e-04,,,5.6
6185,30.70,25.1516,21.0467,20.8076,0.4115,1.0e-04,,,5.5
6186,30.92,25.5426,21.4199,21.2952,0.3995,1.0e-04,,,5.5
6187,31.60,26.1320,21.5842,21.0154,0.4204,1.0e-04,,,5.6
6188,31.32,25.6672,22.3527,21.5826,0.4306,1.0e-04,,,5.6
6189,31.25,25.6410,22.9003,21.7157,0.4323,1.0e-04,,,5.6
6190,32.29,26.3918,23.4723,21.4308,0.4478,1.0e-04,32.44,0.27,5.6
6191,31.38,25.5711,22.9014,21.1202,0.4394,1.0e-04,,,5.6
6192,32.31,26.3887,21.8442,20.9313,0.4443,1.0e-04,,,5.6
6193,31.77,25.8867,22.6542,21.1948,0.4455,1.0e-04,,,5.6
6194,31.81,25.8121,23.6247,21.2672,0.4592,1.0e-04,,,5.6
6195,32.13,26.2063,22.6311,21.0570,0.4475,1.0e-04,,,5.6
6196,32.11,26.0801,21.7093,21.0053,0.4536,1.0e-04,,,5.6
6197,30.71,25.0781,21.6786,21.0270,0.4337,1.0e-04,,,5.6
6198,31.80,25.9781,23.1183,21.3226,0.4462,1.0e-04,,,5.6
6199,30.61,24.8258,22.0940,20.8782,0.4524,1.0e-04,,,5.6
6200,32.41,26.5770,22.0439,21.3205,0.4508,1.0e-04,32.40,0.31,5.6
6201,32.05,26.0945,21.7724,21.3867,0.4521,1.0e-04,,,5.6
6202,31.17,25.4387,21.3177,20.9856,0.4376,1.0e-04,,,5.6
6203,32.01,26.0063,22.5726,20.6456,0.4602,1.0e-04,,,5.6
6204,32.16,26.2059,22.8874,20.8809,0.4465,1.0e-04,,,5.6
6205,30.52,24.7699,20.7999,20.7248,0.4520,1.0e-04,,,5.6
6206,32.60,26.8363,23.6109,21.1226,0.4354,1.0e-04,,,5.6
6207,32.32,26.5289,22.5819,21.3326,0.4337,1.0e-04,,,5.6
6208,30.42,24.8008,21.4230,21.0158,0.4352,1.0e-04,,,5.6
6209,30.72,25.0613,22.2458,21.2753,0.4361,1.0e-04,,,5.6
6210,31.03,25.4656,23.1126,21.3339,0.4236,1.0e-04,31.71,0.27,5.6
6211,31.57,25.8277,21.1795,21.1168,0.4473,1.0e-04,,,5.6
6212,31.16,25.4016,21.8615,21.0493,0.4405,1.0e-04,,,5.6
6213,31.88,25.8379,21.9913,21.1291,0.4543,1.0e-04,,,5.6
6214,30.72,24.9340,21.5941,20.8321,0.4523,1.0e-04,,,5.5
6215,30.88,24.8609,20.5433,20.5191,0.4692,1.0e-04,,,5.6
6216,31.45,25.3477,20.5194,20.6104,0.4681,1.0e-04,,,5.6
6217,30.35,24.4551,20.0923,20.4398,0.4565,1.0e-04,,,5.5
6218,30.60,24.9309,21.1468,20.4045,0.4453,1.0e-04,,,5.6
6219,31.71,26.0129,21.6417,20.9491,0.4322,1.0e-04,,,5.6
6220,31.16,25.4324,22.3222,21.3781,0.4376,1.0e-04,31.34,0.24,5.6
6221,31.17,25.5383,21.6382,21.1450,0.4301,1.0e-04,,,5.6
6222,32.39,26.7801,23.0066,21.1905,0.4188,1.0e-04,,,5.6
6223,31.07,25.5609,22.3459,21.4275,0.4232,1.0e-04,,,5.6
6224,31.51,25.8293,22.3873,21.0276,0.4288,1.0e-04,,,5.6
6225,30.94,25.3477,23.3435,21.5161,0.4278,1.0e-04,,,5.6
6226,31.86,26.0859,21.9222,21.1347,0.4336,1.0e-04,,,5.6
6227,31.27,25.5480,22.0754,21.4108,0.4504,1.0e-04,,,5.6
6228,31.89,26.0859,22.1420,21.2215,0.4446,1.0e-04,,,5.6
6229,31.10,25.5563,21.6496,21.0253,0.4207,1.0e-04,,,5.6
6230,30.57,25.0852,21.9160,21.0560,0.4225,1.0e-04,31.42,0.23,5.6
6231,32.54,26.9172,21.8364,21.0515,0.4252,1.0e-04,,,5.6
6232,31.63,25.9230,22.4049,21.1889,0.4354,1.0e-04,,,5.6
6233,31.76,26.1922,21.9663,21.3740,0.4104,1.0e-04,,,5.6
6234,30.88,25.3816,22.3280,21.6874,0.4220,1.0e-04,,,5.6
6235,31.91,26.4781,23.7970,21.6023,0.4081,1.0e-04,,,5.6
6236,30.21,24.6770,21.4298,21.2829,0.4298,1.0e-04,,,5.6
6237,32.73,27.0891,23.3710,21.4584,0.4305,1.0e-04,,,5.6
6238,32.09,26.2035,21.9476,20.9706,0.4470,1.0e-04,,,5.6
6239,31.20,25.6137,22.8321,21.4048,0.4168,1.0e-04,,,5.6
6240,30.26,24.8566,20.9130,20.9978,0.4110,1.0e-04,29.82,0.20,5.5
6241,31.66,26.2188,21.8019,21.1021,0.4025,1.0e-04,,,5.6
6242,30.80,25.3230,21.2738,20.8510,0.4164,1.0e-04,,,5.5
6243,30.53,25.1285,23.1175,21.1652,0.4126,1.0e-04,,,5.6
6244,32.07,26.4523,23.4510,21.0877,0.4307,1.0e-04,,,5.6
6245,32.91,27.0887,22.7814,21.4373,0.4399,1.0e-04,,,5.6
6246,30.84,25.0258,22.3506,21.3340,0.4502,1.0e-04,,,5.6
6247,30.14,24.4848,21.7612,21.5530,0.4504,1.0e-04,,,5.6
6248,31.57,25.7121,22.8104,21.3792,0.4525,1.0e-04,,,5.6
6249,31.53,25.6543,22.1574,20.9672,0.4504,1.0e-04,,,5.6
6250,31.98,26.1637,21.6302,21.3042,0.4491,1.0e-04,31.20,0.24,5.6
6251,31.61,25.9613,22.8062,21.5934,0.4305,1.0e-04,,,5.6
6252,33.11,27.4398,22.9626,21.5556,0.4170,1.0e-04,,,5.6
6253,31.08,25.5215,22.5983,21.3009,0.4263,1.0e-04,,,5.6
6254,31.19,25.5387,22.7316,21.2440,0.4328,1.0e-04,,,5.6
6255,31.98,26.2094,22.1762,21.0170,0.4399,1.0e-04,,,5.6
6256,30.83,25.3051,22.2613,21.1592,0.4275,1.0e-04,,,5.6
6257,32.39,26.6656,21.9238,20.8743,0.4402,1.0e-04,,,5.6
6258,31.50,25.7824,21.9332,20.7945,0.4348,1.0e-04,,,5.6
6259,31.78,26.1125,23.0112,21.0962,0.4388,1.0e-04,,,5.6
6260,31.50,25.8109,23.0955,21.3733,0.4398,1.0e-04,32.06,0.27,5.6
6261,31.46,25.7301,22.4278,21.2196,0.4466,1.0e-04,,,5.6
6262,32.01,26.1074,22.3153,20.7474,0.4595,1.0e-04,,,5.6
6263,31.17,25.3945,22.3794,20.9989,0.4443,1.0e-04,,,5.6
6264,30.09,24.4379,20.4678,20.8262,0.4471,1.0e-04,,,5.5
6265,30.56,24.8297,20.3591,20.6694,0.4528,1.0e-04,,,5.5
6266,31.72,25.8805,21.8923,20.7609,0.4559,1.0e-04,,,5.5
6267,32.01,26.0922,23.2259,20.8712,0.4499,1.0e-04,,,5.5
